enhancer	status	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41
Kni_chr3L_20689715_20690715	Zld_1000	2529.1	19.39	8.24	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	2639.31	-10829.7231927	-1080.28955536	6	5.397940009	-138.540774638	-92.1272047072	4.0966873168	3.6492362022	2.292719841	3.3236374855	8.0429306031	3.2084407806	0.8647241592	5.7935285568	-808.162744989	198.5	-704.086730004	1287.48	1337.41	-658.634837531	-0.3207914114	1	42.6886	-784.212239968	2459.39499709	3953.07106599	7003.35313842	1186.77605863	8021.36694375	8129.14841329	1364.764022	1149.42779292	7168.28253903
Kni_chr3L_20692227_20693227	Zld_1000	161.9	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1294.93	1067.63	-1080.28955536	6	6	-138.540774638	-92.1272047072	4.0731048583	-0.6117277838	2.292719841	2.2336821556	8.0429306031	-0.8697067211	2.9914374352	5.7935285568	1115.12	298.14	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	151.7965	1133.76	2370.13287161	3953.07106599	7003.35313842	1249.49135802	8021.36694375	8129.14841329	1014.0224359	886.463171865	7168.28253903
eve_chr2R_5842701_5843701	Zld_1000	443.3	-4.0490342687	-1.071117458	-0.634	0.2345	-1.9519128885	-0.059	-11421.256804	1265.79	-1080.28955536	-1.8820256979	1.165407647	-138.540774638	245	-0.5039210594	-0.6117277838	2.0740456581	-0.583052405	-0.8876096928	1.1361093521	-0.5370195267	1.5416517257	-808.162744989	-51.654581424	-704.086730004	1202.08	-1098.73702073	1355.62	-0.3207914114	-0.2961448371	24.0504	-784.212239968	1656.43840256	2512.12743682	6563.12941052	518.942682927	7719.68646523	8032.83635284	882.280645161	1126.51882229	6481.66924547
eve_chr2R_5847291_5848291	Zld_1000	910.7	7.27	-1.071117458	-2.1997145519	-4.1990460938	-0.084	-2.826286439	-11421.256804	1129.55	1371.55	5.52	6	445	276	-0.5039210594	2.0320448875	1.6629595757	-0.583052405	-0.8876096928	0.8006157875	-0.5370195267	6.3757476807	1252.86	-51.654581424	977.37	3111.79	1207.46	3012.24	-0.3207914114	1	607.572	-784.212239968	1874.64419322	2729.26549322	6563.12941052	839.561860025	8047.65034505	8032.83635284	1620.20829524	1300.71574724	6481.66924547
eve_chr2R_5854519_5855519	Zld_1000	323.8	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1172.13	-1.8820256979	5.22184875	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	-0.9472463599	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.2308869362	-808.162744989	-51.654581424	-704.086730004	1421.69	-1098.73702073	1250.93	1	-0.2961448371	-59.2812955354	-784.212239968	628.242175066	429.5484375	3326.30444157	282.344223108	5920.4381949	6283.97636427	212.096128171	-1219.43692574	2608.92001474
eve_chr2R_5856439_5857439	Zld_1000	263.2	4.93	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1220.76	2296.27	1595.89	2.94	0.605917977	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	1.4937591553	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.0012292862	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	110.6042	-784.212239968	2383.84483182	2867.0208061	6665.76848719	1786.96797153	7898.46008799	7840.73697586	1361.68292167	2274.74634146	6768.95796848
eve_chr2R_5862113_5863113	Zld_1000	558.3	19.14	12.78	2.345	2.5665	-1.9519128885	1.26	-11421.256804	-10829.7231927	-1080.28955536	3.61	0.426610804	-138.540774638	327	-0.5039210594	3.5246582031	3.2372131348	-0.583052405	5.4760446549	2.4180436134	-0.5370195267	4.3737397194	-808.162744989	158.255	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	-59.2812955354	-784.212239968	2655.56039076	2843.35945946	6665.76848719	1291.75413223	7898.46008799	7840.73697586	1113.2174026	1175.04280671	6318.08324589
eve_chr2R_5864356_5865356	Zld_1000	3176.7	19.14	12.78	2.345	2.5665	1.874	2.866	1369.1	-10829.7231927	-1080.28955536	5.7	6	-138.540774638	327	4.0011930465	3.5246582031	3.2372131348	3.5642366409	5.4760446549	1.8325071335	1.2807655334	4.3737397194	-808.162744989	180.415	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	141.3264	-784.212239968	2485.06755157	3097.81759706	6665.76848719	741.437026455	7898.46008799	7281.13131313	805.39217653	1219.77083333	6318.08324589
eve_chr2R_5867192_5868192	Zld_1000	-488.754195154	19.14	12.78	-2.1997145519	3.2	-1.9519128885	3.088	-11421.256804	1179.09	-1080.28955536	5.52	-1.7120711804	-138.540774638	327	2.0659742355	1.6705317497	3.2372131348	-0.583052405	-0.8876096928	3.802236557	0.8937273026	4.3737397194	-808.162744989	-51.654581424	1240.34	1226.48	1896.19	-658.634837531	1	1	-59.2812955354	-784.212239968	2782.83040489	3097.81759706	6665.76848719	2084.40269408	8515.07370423	414.3	2114.79179615	1915.06347656	7147.79191852
eve_chr2R_5872362_5873362	Zld_1000	564.1	18.16	16.05	1.444	2.7485	2.908	1.762	-11421.256804	-10829.7231927	-1080.28955536	6	-1.7120711804	-138.540774638	356	5.1280155182	3.1938204765	3.2372131348	3.1094331741	6.8817224502	2.3369684219	1.5516967773	3.1451406479	-808.162744989	162.51	-704.086730004	-634.173214937	-1098.73702073	1460.32	-0.3207914114	1	33.3501	-784.212239968	2782.83040489	3075.20428662	6665.76848719	1661.78969072	8127.17444239	8810.5062274	1085.98208955	835.2	7367.05031725
brk_chrX_7179452_7180952	Zld_1500	84.7	-4.0490342687	-1.071117458	1.099	1.4865	-1.9519128885	0.651	1220.76	-10829.7231927	-1080.28955536	-1.8820256979	1.385609053	318	-92.1272047072	-0.5039210594	-0.6117277838	1.7323923111	2.6170692444	2.2740426063	-0.8697067211	-0.5370195267	0.563501358	-808.162744989	213.945	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	-59.2812955354	-784.212239968	551.968801291	1067.76401727	5369.72792159	491.975396318	7467.23997238	5908.94435858	306.630449827	382.232874294	5780.45861435
brk_chrX_7187621_7189121	Zld_1500	641.2	6.94	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1271.84	5.98	4.769551079	-138.540774638	220	-0.5039210594	1.6244683266	2.5519652367	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	3.5120248795	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	2	-0.2961448371	89.5736	-784.212239968	657.780264741	479.814035088	5437.30979041	496.647058824	7467.23997238	7031.01810768	457.164341085	580.810457516	5136.17374603
brk_chrX_7190456_7191956	Zld_1500	1326.6	32.99	4.8	1.747	1.5845	1.185	1.021	5117.92	-10829.7231927	1271.84	6	6.686622164	-138.540774638	212	3.0830516815	3.6291837692	2.5519652367	2.8587055206	3.9246501922	-0.8697067211	5.6250081062	7.1214060783	2781.23	449.86	-704.086730004	-634.173214937	-1098.73702073	1290.19	1	1	215.413	-784.212239968	1659.37819706	891.81187801	5537.293672	776.928497409	7467.23997238	7604.61040712	773.132853717	698.733333333	4856.14630468
brk_chrX_7193186_7194686	Zld_1500	564.1	5.38	-1.071117458	-2.1997145519	-0.4825	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	2.55	3.081969663	-138.540774638	187	-0.5039210594	-0.6117277838	2.2297449112	-0.583052405	-0.8876096928	1.050652504	0.9314813614	1.8131861686	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	1	37.4386	-784.212239968	1174.65302741	530.735785953	5874.26923453	681.43047619	7467.23997238	7604.61040712	1009.01108742	856.378428875	6421.3565288
brk_chrX_7200360_7201860	Zld_1500	919.3	10.05	-1.071117458	0.11	1.372	-1.9519128885	1.248	-11421.256804	1265.79	1246.92	7.92	5.15490196	-138.540774638	221	-0.5039210594	-0.6117277838	3.3568906784	-0.583052405	2.176970005	3.0392551422	1.038151741	3.1514825821	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	173.8061	-784.212239968	1034.67401028	1181.58567775	5766.07701377	476.134346061	6663.28521842	6588.99492654	904.124398592	487.049402968	6421.3565288
brk_chrX_7212746_7214246	Zld_1500	82.4	15.72	4.91	0.895	1.1965	-1.9519128885	0.986	-11421.256804	-10829.7231927	1172.13	7.57	-1.7120711804	-138.540774638	267	3.3660674095	2.8430867195	3.1426887512	2.7490310669	3.5202078819	3.8751306534	8.0653748512	4.4353618622	-808.162744989	403.845	2054.92	-634.173214937	2973.7	-658.634837531	1	1	30.3674	-784.212239968	2004.3362949	1547.02529387	5431.58943697	1554.14472934	7616.67222407	7736.56432044	1291.19675362	1918.53333333	4736.76044373
brk_chrX_7214579_7216079	Zld_1500	1694.4	15.72	4.91	0.895	1.1965	-1.9519128885	0.986	2528.05	1129.55	4052.34	6	6	-138.540774638	267	3.3660674095	2.8430867195	3.1426887512	2.7490310669	3.5202078819	3.8751306534	7.469039917	4.4353618622	4497.42	509.4	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	2	565.7418	-784.212239968	1599.57756807	1405.88034449	6015.28978841	973.20113406	7424.72205657	7736.56432044	895.809562842	1143.9241499	4935.52560647
brk_chrX_7217658_7219158	Zld_1500	208.8	4.53	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-0.94	2466.24	-10829.7231927	2593.54	5.52	-1.7120711804	295	-92.1272047072	-0.5039210594	-0.6117277838	3.1426887512	-0.583052405	0.7160625458	-0.8697067211	0.7577009201	2.1583714485	-808.162744989	192.685	-704.086730004	-634.173214937	1285.43	-658.634837531	2	-0.2961448371	27.7434	1544.91	857.893243243	1622.32650343	6015.28978841	640.99623086	7560.57549421	7736.56432044	1006.71264994	909.408130081	5760.99167822
rho_chr3L_1446831_1448331	Zld_1500	802.6	7.73	-1.071117458	-0.068	1.8565	-1.9519128885	0.116	-11421.256804	1216.25	-1080.28955536	5.15	-1.7120711804	-138.540774638	204	-0.5039210594	2.0046653748	1.0537323952	-0.583052405	2.6027097702	-0.8697067211	0.9066991806	1.3389410972	-808.162744989	-51.654581424	964.85	1690.1	3765.33	1905.28	-0.3207914114	-0.2961448371	-59.2812955354	-784.212239968	854.646153846	2445.81792333	6340.31216362	776.185041439	7502.67051698	7401.18065504	1092.33017378	813.967430025	6351.78830811
rho_chr3L_1455816_1457316	Zld_1500	196.8	3.74	-1.071117458	1.329	0.6235	-1.9519128885	0.95	2775.3	-10829.7231927	1197.06	9.1	6.833037336	-138.540774638	-92.1272047072	0.960226059	-0.6117277838	1.2243499756	2.2892861366	-0.8876096928	5.3181676865	0.9741687775	4.8958699703	1115.12	-51.654581424	964.85	-634.173214937	2583.86	-658.634837531	-0.3207914114	-0.2961448371	336.5458	-784.212239968	1713.46732614	2824.27011932	6319.82570806	907.644297041	7502.67051698	7401.18065504	841.059003831	739.665913371	6351.78830811
rho_chr3L_1461506_1463006	Zld_1500	992	9.51	4.66	1.12	0.7985	-1.9519128885	1.288	4193.85	1154.32	2967.44	6	6	-138.540774638	320	1.7550730705	1.6685671806	2.2187271118	2.2661995888	2.2730455398	2.0563547611	6.8059568405	8.6446723938	2418.07	405.415	-704.086730004	1214.28	1415.38	2449.51	1	1	102.542	1121.31	1454.53923106	2734.28025782	6619.87998588	679.61669878	7502.67051698	1356.88312009	961.359672081	939.133333333	6351.78830811
rho_chr3L_1463274_1464774	Zld_1500	299.8	6.08	-1.071117458	1.12	1.1735	-1.9519128885	0.123	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	0.510090715	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.2187271118	-0.583052405	2.4783530235	0.9679069519	4.5233612061	8.6446723938	-808.162744989	186.595	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	155.7504	1295.73	359.327272727	2957.6766215	6619.87998588	406.0002442	7502.67051698	6110.64614944	164.380487805	536.6	6351.78830811
rho_chr3L_1470533_1472033	Zld_1500	200.8	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	0.439	1381.47	1216.25	-1080.28955536	2.21	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	-0.9472463599	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	1165.21	-51.654581424	-704.086730004	1482.69	-1098.73702073	1421.06	1	-0.2961448371	-59.2812955354	1146.22	745.065168539	2836.25371223	6619.87998588	1213.96441103	7760.00971227	7741.52806095	1178.68579882	1053.17545455	6351.78830811
rho_chr3L_1478744_1480244	Zld_1500	939.9	5.58	-1.071117458	1.132	0.9955	-1.9519128885	0.604	1270.21	-10829.7231927	1221.99	5.7	0.665540217	-138.540774638	268	-0.5039210594	-0.6117277838	2.0273084641	2.3538818359	1.7419157028	3.2459259033	0.6614842415	4.0127267837	-808.162744989	-51.654581424	-704.086730004	1226.48	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	133.1106	-784.212239968	1453.53457638	2708.04765886	6619.87998588	588.380872483	7760.00971227	7976.13758509	494.409882747	79.0714787112	6351.78830811
rho_chr3L_1484538_1486038	Zld_1500	123.6	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1458.8	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.6886415482	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	-59.2812955354	-784.212239968	2156.07954064	2472.66960784	5686.51580186	953.631564048	7510.35510684	7153.02339035	993.132768362	907.301001431	5244.1386591
sog_chrX_15501660_15503160	Zld_1500	1715.6	10.9	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1259.38	6	-1.7120711804	-138.540774638	205	-0.5039210594	1.7501754761	2.1232318878	-0.583052405	-0.8876096928	2.5326480866	2.0628595352	3.9735507965	-808.162744989	-51.654581424	-704.086730004	3172.79	1207.46	3260.9	1	1	22.5458	-784.212239968	1353.84375191	3927.81965623	6806.85709838	1664.83408784	7253.88801742	7457.30105749	932.909628641	1632.46511205	5839.20188732
sog_chrX_15519077_15520577	Zld_1500	1847.7	13.88	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	1067.63	1246.92	6	4.920818754	-138.540774638	-92.1272047072	2.3189630508	2.1325831413	1.8096175194	2.7541308403	1.6367964745	-0.8697067211	4.7460870743	4.7028050422	-808.162744989	500.355	3357.87	-634.173214937	4532.03	-658.634837531	-0.3207914114	1	111.605	-784.212239968	725.333333333	1012.64579125	5548.13907445	329.110550227	7253.88801742	7457.30105749	634.4	372.466666667	5819.27395003
sog_chrX_15540241_15541741	Zld_1500	3288.8	28.88	6.85	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	3921.87	1117.17	-1080.28955536	6	6	429	223	2.5759067535	3.9179930687	2.9135022163	3.2103228569	1.9363908767	3.0505275726	6.4992985726	8.6422290802	3783.63	441.975	-704.086730004	5479.34	1415.38	4132.3	1	1	687.16	2616.38	1533.2633552	1245.74659731	4775.38253217	278.933333333	6841.84045881	4572.56625037	-48.323459625	405.065852249	4570.25180558
sna_chr2L_15457558_15459058	Zld_1500	94.4	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	0.57	-11421.256804	-10829.7231927	-1080.28955536	5.4	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	-0.9472463599	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1298.43	-658.634837531	-0.3207914114	-0.2961448371	106.495	1121.31	2955.02635659	3762.12485754	6454.52403393	1780.26203996	7875.14849068	8136.29166337	1501.20200955	1229.23305663	6541.68586449
sna_chr2L_15470603_15472103	Zld_1500	472.6	6.62	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	1.257	-11421.256804	-10829.7231927	-1080.28955536	4.19	5.397940009	-138.540774638	-92.1272047072	-0.5039210594	1.7355837822	1.3777382374	-0.583052405	-0.8876096928	4.306289196	-0.5370195267	4.3556520939	-808.162744989	211.04	1315.48	-634.173214937	1246.45	-658.634837531	-0.3207914114	1	120.356	2367.21	2180.80250627	2643.64876601	6454.52403393	1070.46330911	7875.14849068	8136.29166337	1585.8376407	876.367924528	6840
sna_chr2L_15474572_15476072	Zld_1500	450.2	4.28	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1334.16	2.64	3.156767222	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.7820124626	1.8253712654	5.3072600365	-0.8697067211	0.9258813858	1.4956183433	-808.162744989	-51.654581424	-704.086730004	-634.173214937	2791.77	-658.634837531	-0.3207914114	1	-59.2812955354	-784.212239968	2224.44292779	3532.33022636	6454.52403393	1556.30134476	7875.14849068	8136.29166337	1191.21705426	488.333352835	6821.40388644
sna_chr2L_15478768_15480268	Zld_1500	1469.6	15.83	4.39	2.418	0.5625	0.828	2.436	8165.18	-10829.7231927	-1080.28955536	6	6	-138.540774638	317	2.4068827629	2.6142411232	2.7501630783	2.472032547	2.4900159835	2.7403459549	6.1350650788	8.9790687561	6589.9	517.935	-704.086730004	1226.48	-1098.73702073	-658.634837531	-0.3207914114	1	170.974	-784.212239968	1751.16896538	3184.75922844	6454.52403393	1269.83571319	7875.14849068	7853.64415719	1386.0838155	1198.15355505	6991.53312303
sna_chr2L_15481735_15483235	Zld_1500	898.2	7.2	-1.071117458	-2.1997145519	1.3805	-1.9519128885	1.641	-11421.256804	-10829.7231927	1259.38	6	5.397940009	-138.540774638	289	-0.5039210594	-0.6117277838	2.7501630783	-0.583052405	3.0588431359	-0.8697067211	4.398065567	8.9790687561	-808.162744989	245.875	-704.086730004	1482.69	-1098.73702073	1499.58	1	1	154.74	-784.212239968	2013.00592386	2033.45323741	6454.52403393	1141.44923	7875.14849068	7856.64474501	1138.10770614	727.61799308	6991.53312303
sna_chr2L_15485384_15486884	Zld_1500	3502.8	14.85	4.28	1.26	1.7065	-1.9519128885	0.716	3822.98	-10829.7231927	2568.62	6	6	-138.540774638	-92.1272047072	0.6955165863	2.4746322632	2.6046538353	2.7415151596	4.1850023269	4.7911396026	5.968585968	10.0035476685	-808.162744989	404.525	2205.19	2977.58	2778.78	1565.01	1	1	2343.178	2367.21	1267.40138381	3031.12009238	6454.52403393	1293.13037128	7875.14849068	7856.64474501	852.008661604	977.385475444	6268.75545036
sna_chr2L_15491239_15492739	Zld_1500	272.4	7.8	4.58	0.47	0.9485	-1.9519128885	0.83	1245.48	-10829.7231927	-1080.28955536	6	5.698970004	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.5323624611	1.9499082565	3.2237820625	3.2607693673	1.8585879803	6.1870694161	2969.06	201.62	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	210.7134	-784.212239968	1750.87523277	3679.37280346	6454.52403393	1307.85620915	7721.15988868	7856.64474501	1631.46610644	1364.42538462	6285.15848667
sna_chr2L_15498700_15500200	Zld_1500	62.4	4.03	-1.071117458	-0.942	-4.1990460938	-1.9519128885	-0.348	2478.6	-10829.7231927	1234.45	3.07	-1.7120711804	424	-92.1272047072	-0.5039210594	-0.6117277838	2.5117015839	-0.583052405	-0.8876096928	1.8282928467	-0.5370195267	1.4537053108	-808.162744989	276.57	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	59.0396	1582.29	457	563.590814944	6454.52403393	220.571501272	7721.15988868	7808.4922955	77.2572348746	240.733333333	5508.7172461
vnd_chrX_469706_471206	Zld_1500	383.3	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	0.519	-2.826286439	-11421.256804	-10829.7231927	2518.76	4.21	1.326803935	-138.540774638	279	-0.5039210594	-0.6117277838	2.0403490067	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.7379083633	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	1320.65	2341.70233	3049.40517845	6920.3050965	1292.76480687	8105.25263541	8201.14658828	927.938002594	2617.26668711	5575.75897127
vnd_chrX_477705_479205	Zld_1500	308.3	7.98	3.79	0.822	0.9895	0.661	0.53	2503.33	1141.94	1296.77	6	0.63344444	-138.540774638	-92.1272047072	2.0105030537	1.7905106544	3.2515902519	2.4302349091	1.7364068032	1.0048112869	4.6145443917	9.0043721199	1578.45	264.005	-704.086730004	1214.28	2557.87	-658.634837531	-0.3207914114	-0.2961448371	103.5576	-784.212239968	2197.26541847	1629.66988458	6119.38110749	1441.6	8058.14830939	8201.14658828	1546.46666667	1169.46666667	5575.75897127
vnd_chrX_483233_484733	Zld_1500	542.3	11.71	-1.071117458	-2.1997145519	-0.6575	-1.9519128885	0.694	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	6	-138.540774638	286	-0.5039210594	1.721657753	3.2515902519	-0.583052405	-0.8876096928	4.7988033295	4.782864809	9.0043721199	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	251.719	1146.22	966.01520498	1200.11229502	6119.38110749	738.85045977	8188.12961498	8201.14658828	503.170822858	498.622860298	5575.75897127
vnd_chrX_485904_487404	Zld_1500	2382.1	10.05	3.78	0.629	0.0755	1.432	0.948	6437.57	-10829.7231927	2518.76	6	6	-138.540774638	286	3.4710812568	1.7364516258	3.2515902519	2.208568573	1.8726758957	2.5656886101	7.4852190018	9.0043721199	2856.35	478.045	-704.086730004	4204.06	-1098.73702073	2972.98	-0.3207914114	1	580.224	1320.65	1454.71420153	2497.84380752	6119.38110749	934.399086758	8188.12961498	8201.14658828	993.628948986	429.974458874	5575.75897127
vnd_chrX_488887_490387	Zld_1500	893	3.55	-1.071117458	-2.1997145519	-1.191	-1.9519128885	0.349	1183.67	-10829.7231927	1483.72	-1.8820256979	6	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	3.2515902519	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.8075060845	1641.06	-51.654581424	-704.086730004	1482.69	-1098.73702073	1656.62	-0.3207914114	-0.2961448371	39.8725	-784.212239968	2409.85926239	1151.58646925	6367.75172703	492.73274854	8188.12961498	8201.14658828	1581.35468261	833.647111972	5575.75897127
Kr_chr2R_21086563_21088063	Zld_1500	200.8	5.66	-1.071117458	0.86	1.4565	-1.874	0.555	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	634	-92.1272047072	-0.5039210594	-0.6117277838	0.9319572449	-0.583052405	2.6504626274	3.8109850883	-0.5370195267	3.0016980171	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	5.28782	-784.212239968	1625.36036486	1928.91767656	4691.58753709	665.840891473	7284.88292011	7334.93767313	598.905636484	464.987734716	4835.79168708
Kr_chr2R_21090771_21092271	Zld_1500	264.9	4.46	-1.071117458	0.546	0.448	-1.9519128885	1.732	-11421.256804	-10829.7231927	-1080.28955536	4	2.228412519	-138.540774638	373	-0.5039210594	-0.6117277838	0.783987999	-0.583052405	1.0708417892	-0.8697067211	-0.5370195267	3.7447757721	-808.162744989	-51.654581424	-704.086730004	1287.48	-1098.73702073	1368.71	1	-0.2961448371	29.5238	1358.03	2095.74001947	1957.54229454	4818.68743699	689.848842886	6973.86825305	6096.36478952	765.537591462	736.592967165	4825.54195589
Kr_chr2R_21093145_21094645	Zld_1500	93.8	4.67	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	0.972	1294.93	1092.4	-1080.28955536	5.7	8.911155437	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.783987999	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	3.7447757721	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1220.46	-658.634837531	1	-0.2961448371	36.668	1245.9	2046.83941902	2921.58887843	5509.08390404	589.254577724	6973.86825305	7120.83435912	928.206584362	911.810684479	5755.73104328
Kr_chr2R_21097249_21098749	Zld_1500	236.8	-4.0490342687	-1.071117458	0.375	-4.1990460938	-1.9519128885	0.524	-11421.256804	-10829.7231927	1246.92	5	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.6527194977	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	4.1974482536	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	10.5054	1233.44	1532.6	1232.60736758	4454.03689686	231.8	5847.44644754	6028.03417631	406.500246914	583.866666667	4459.89887275
Kr_chr2R_21099346_21100846	Zld_1500	244.3	-4.0490342687	-1.071117458	-2.1997145519	0.9975	-1.9519128885	0.622	1233.12	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	-0.9472463599	-0.583052405	1.7447700501	-0.8697067211	-0.5370195267	2.5015907288	-808.162744989	-51.654581424	-704.086730004	1287.48	-1098.73702073	1224.75	1	-0.2961448371	17.7766	1245.9	2033.58705994	3023.65158893	6449.24281984	1149.32290914	7304.91594373	7088.98067074	1252.26019048	949.499443826	5698.32384567
Kr_chr2R_21102806_21104306	Zld_1500	533.7	-4.0490342687	-1.071117458	-2.1997145519	1.258	-1.9519128885	1.748	-11421.256804	-10829.7231927	1471.26	1.85	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	1.3350372314	-0.583052405	1.9854741097	-0.8697067211	-0.5370195267	2.1718735695	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	46.3879	1345.57	1786.71427516	1782.79381975	5082.1656051	719.305734799	7304.91594373	7088.98067074	941.610833906	796.220973678	4758.03529224
Kr_chr2R_21106251_21107751	Zld_1500	227.7	-4.0490342687	-1.071117458	1.144	0.8255	-1.9519128885	0.754	-11421.256804	1216.25	-1080.28955536	6	5.22184875	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.8617696762	2.2226638794	1.7369122505	-0.8697067211	0.777780056	1.8277263641	1365.57	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	20.2108	1208.52	2321.50537634	2464.33941998	5259.37223696	994.183076923	7304.91594373	7819.44574187	681.47622842	390.613412229	5740.92937779
Kr_chr2R_21110049_21111549	Zld_1500	2441	9.09	4.49	1.206	4.4085	1.753	0.929	2478.6	-10829.7231927	1172.13	6	2.177505015	-138.540774638	293	5.3699207306	3.1689620018	2.6296253204	3.2632937431	8.0693802833	2.2767724991	1.0676422119	2.8325824738	-808.162744989	198.906008	-704.086730004	7108.44	-1098.73702073	6673.42	1	1	-59.2812955354	1345.57	2243.37496117	2452.27403569	6185.93652769	1164.06666667	7304.91594373	7819.44574187	1109.10036644	1283.34695513	6530.34773446
